Pair;Affinity
(v, e);0.9934092338251906
(x, e);0.992061556801864
(f, e);0.9866307104577984
(p, e);0.9865493820287273
(r, e);0.9864502902325096
(h, e);0.9852786065947995
(b, e);0.9851994882197613
(c, e);0.9848034689733551
(t, e);0.9847467111277246
(j, e);0.984483691004978
(l, e);0.9842710180662059
(m, e);0.983912451167629
(k, e);0.9838512310540602
(s, e);0.9835643876931753
(a, e);0.9834947113947865
(d, e);0.9832052860312185
(n, e);0.983140916885886
(o, e);0.9831343211323059
(i, e);0.9822400029769601
(w, e);0.9816085485093387
(y, e);0.9812356612518265
(q, e);0.9808083272342848
(q, u);0.9802797430267545
(u, e);0.9782897023300025
(g, e);0.9781703780319624
(z, e);0.9759768622358636
(z, a);0.9695726596623775
(q, t);0.9629177848255672
(h, t);0.9596130952577027
(u, t);0.9548730122278154
(z, h);0.9541524023137764
(o, t);0.952984172948528
(e, t);0.9521983147094228
(g, t);0.950684980124929
(y, t);0.950661483229863
(f, t);0.9502843792214248
(a, t);0.9498687292037575
(r, t);0.9497498703367613
(t, h);0.9493969762613278
(i, t);0.9493639595695407
(n, t);0.9492360810512387
(w, t);0.9486991888221037
(s, t);0.9482974363847017
(p, t);0.9481605611847232
(f, o);0.9465621871500687
(w, h);0.9456233162993479
(d, t);0.9444071191759464
(l, t);0.9435370532830988
(m, t);0.9431325502977446
(e, h);0.9425699735924925
(c, t);0.9417757168426428
(s, h);0.940791490170356
(b, t);0.9406224156365196
(a, h);0.9404935808680921
(o, h);0.9400539236396401
(d, a);0.9398863894305886
(k, t);0.9397074016436473
(i, h);0.9394727818894507
(f, h);0.9390010161084732
(l, h);0.9372991886239129
(d, h);0.9369417433100324
(n, h);0.9367249909394799
(r, h);0.9366797369316429
(j, a);0.9353880001663948
(n, a);0.9335332928765118
(x, t);0.933376683193801
(m, h);0.9331306501428337
(c, h);0.9318111871639733
(m, a);0.9315358082582664
(s, a);0.9312078171263234
(v, t);0.9306119635418791
(p, h);0.9301737000334038
(k, a);0.9297517341618202
(b, h);0.929725964774275
(q, i);0.9296169797511589
(l, a);0.9290411672560277
(y, a);0.9289674117857072
(g, h);0.9286550863957167
(u, h);0.9285746741643958
(q, n);0.9281532080995365
(e, a);0.927146161457644
(k, h);0.9270390996743718
(y, h);0.9269327144944496
(h, a);0.9267817296739626
(p, a);0.9263456185280036
(t, a);0.9260552467318222
(c, a);0.9239262189806624
(v, a);0.9237398412870352
(j, h);0.9234260675839947
(v, h);0.9224357558560751
(i, a);0.9221327488770898
(o, a);0.9219507386897761
(r, a);0.9216163025965014
(b, a);0.9192641328601024
(z, n);0.9159780427340337
(u, o);0.9153889702821227
(w, a);0.9147415261550468
(j, t);0.9147042102489912
(g, a);0.9144045252967741
(u, a);0.9121806577746776
(x, a);0.9109160367390068
(f, a);0.9081136917337983
(g, n);0.9045337470593007
(k, n);0.9008561986126705
(d, n);0.8990304082657198
(j, o);0.8970478800848614
(g, o);0.8958274181336362
(m, o);0.894996151381155
(r, o);0.8948887027597547
(k, o);0.8932189742430499
(t, o);0.8916903729664427
(p, o);0.889956574991649
(c, o);0.8896697632274382
(e, o);0.8894962405541165
(h, o);0.8890567385184595
(n, o);0.8878904608661259
(i, n);0.8874033199939702
(l, o);0.8864068380494962
(x, h);0.886314990923623
(a, n);0.886011353402912
(s, o);0.8855813497293553
(a, o);0.8848360335160049
(x, n);0.884228778888618
(j, n);0.8835976390436
(d, o);0.8831047149131891
(b, o);0.8830255486477531
(m, n);0.8815804135896502
(e, n);0.8796328158974456
(y, o);0.8795412922889766
(i, o);0.8794342560770425
(t, n);0.8783285909870544
(q, h);0.8782629909734081
(o, n);0.8780389516620303
(w, o);0.876493850506142
(v, o);0.8762441214164027
(h, n);0.8760788803953902
(s, n);0.875886951431076
(u, n);0.8757870343648646
(z, t);0.8750147562271279
(c, n);0.8737975251584816
(r, n);0.8687219901748027
(y, n);0.8663769165162545
(w, n);0.8655905990409941
(v, n);0.8644356067373526
(q, a);0.8639912173700902
(p, n);0.8625409197194076
(b, n);0.8619770374757932
(g, i);0.8615386955463616
(l, n);0.8584631210529079
(z, i);0.8523639475858812
(f, n);0.8495703553631729
(z, o);0.8493979459331839
(c, i);0.8379008034552186
(v, i);0.8336158617303681
(x, o);0.8325340702809613
(w, i);0.8305621215191014
(j, s);0.8290340323452876
(x, i);0.8276572109783522
(f, r);0.8263978361323676
(s, i);0.824434190119476
(n, i);0.8231175162657908
(k, i);0.8225484939460799
(q, o);0.8188582581117345
(i, s);0.8170790933485826
(u, s);0.8166239096342708
(e, i);0.8151622580624831
(h, i);0.8149971704197858
(t, i);0.8148099384282569
(p, s);0.8145963701146866
(l, i);0.813054198617648
(m, i);0.812643437541264
(a, s);0.8124656111964261
(a, i);0.8117900362557438
(d, i);0.8102242056621374
(e, s);0.8089791828168428
(l, s);0.8088614686330273
(h, s);0.8088600448121178
(r, i);0.8076760637319488
(o, i);0.8066749399271428
(t, s);0.8066335055482355
(n, s);0.8051873722589946
(o, s);0.8050664954893547
(f, i);0.8042951348576418
(p, i);0.8038002449615855
(x, s);0.8026226665582921
(r, s);0.7989280382840087
(d, s);0.7987927323698167
(v, r);0.7985940636680674
(w, s);0.7979063956236915
(k, s);0.7922929047420662
(y, i);0.7921534403078326
(y, s);0.7905427071556552
(b, i);0.790282746378723
(f, s);0.7899984199419563
(o, r);0.7896591442225741
(j, i);0.789653945172935
(u, i);0.7884767239230202
(c, s);0.7880549437512573
(g, r);0.7879603715421433
(e, r);0.7875481354030769
(m, s);0.7863774995893733
(v, s);0.7857093619828851
(b, s);0.7855423021286941
(t, r);0.7841664838926977
(j, d);0.7834880958433671
(b, r);0.7831739574073431
(h, r);0.7816970629682066
(p, r);0.7809508963367109
(a, r);0.7805053340669611
(g, s);0.7801692085124794
(u, r);0.778552139222956
(d, r);0.7775216095355337
(i, r);0.7769850609004773
(y, r);0.7766089149823803
(s, r);0.775487880756947
(n, r);0.7751701951331359
(q, r);0.7744165243555339
(c, r);0.773877991035276
(w, r);0.773684368504386
(z, d);0.7727983709125251
(n, d);0.7644472589681538
(l, r);0.7634933265502014
(z, r);0.7599899657655531
(x, d);0.7589205884743558
(a, d);0.7585041881634992
(l, d);0.7554295216107831
(m, r);0.7523911356163104
(q, s);0.7496543872489225
(e, d);0.7480024201629829
(h, d);0.7451039038983643
(t, d);0.743045111005448
(i, d);0.7427412866011356
(o, d);0.742574005684935
(r, d);0.7409166658114551
(s, d);0.7388535300283825
(w, d);0.7376308502735193
(u, d);0.7355650498409045
(x, r);0.7342382616705952
(k, r);0.7327195655301126
(m, d);0.7325271094134963
(g, d);0.7311600889646035
(b, d);0.7281998233363153
(j, r);0.7280786492445217
(c, d);0.7273014874151713
(v, d);0.723028854472788
(y, d);0.7225340658904734
(k, d);0.7196664132134444
(p, d);0.715115243291393
(f, d);0.7118286392702505
(z, s);0.7091400070829891
(j, u);0.6678668657240713
(q, d);0.6656094982516061
(b, l);0.6329694612133097
(v, l);0.6176202058682437
(p, l);0.6155305645251086
(d, l);0.6138433575841724
(y, l);0.6107273670917879
(a, l);0.6092298713098265
(e, l);0.6084671040607058
(s, l);0.6079417975957677
(h, l);0.605683997488624
(o, l);0.60565351849833
(i, l);0.6056412634005921
(f, l);0.6056225085201351
(t, l);0.6032238395047929
(u, l);0.5979809429307213
(w, l);0.5962074994559631
(n, l);0.5931416177774271
(r, l);0.5911881889222992
(k, l);0.5893889660042633
(c, l);0.5816032310144374
(m, l);0.5732348688087961
(g, l);0.5731118682566724
(x, l);0.566718144625972
(b, u);0.5542086227272855
(q, y);0.5416768317475807
(p, u);0.5322625542812605
(j, l);0.5282570613765467
(o, f);0.5278964799865696
(r, f);0.5222977352154304
(y, u);0.5205858143086657
(z, l);0.5203340809821745
(o, u);0.5192391618952616
(z, f);0.5171319796954315
(q, l);0.5119134748312597
(s, u);0.5095426778806956
(t, u);0.5067990286962193
(c, u);0.5052878804290826
(g, u);0.5050524255698873
(n, u);0.502349395489851
(e, u);0.5020656469209098
(y, m);0.501460320923498
(r, u);0.500470892675152
(h, u);0.4981444673636416
(e, f);0.4978350885817467
(a, u);0.49658970037365546
(l, u);0.49642993502160593
(d, u);0.4961983454642757
(t, f);0.49588571179027346
(j, m);0.49532477016727294
(h, f);0.4952704176117816
(l, f);0.49432261030957897
(m, u);0.4932016322008625
(j, f);0.490263596991953
(i, f);0.48901239729202955
(i, u);0.4875907469701647
(c, f);0.4864170849000968
(a, f);0.486065640078007
(c, m);0.48494187715886683
(s, f);0.48464367157280436
(o, m);0.48395648074586123
(a, m);0.48343688137759794
(b, f);0.4825124542265519
(n, m);0.48205066072235503
(e, m);0.4813631694051063
(m, f);0.48117590603572935
(n, f);0.47912030010837403
(i, m);0.47906008561038504
(f, u);0.4785533663042942
