Pair;Affinity
(ء, ا);0.9509534406772265
(آ, ا);0.9361139733882891
(ص, ا);0.9289934800325998
(ز, ا);0.9281538321001187
(ل, ا);0.9279326871279077
(ط, ا);0.9278663629460896
(ذ, ا);0.9266587521435167
(ظ, ا);0.9235439801869457
(ح, ا);0.9213389816429937
(س, ا);0.9176498916445943
(و, ا);0.9166078421486076
(ب, ا);0.9132164979388293
(ن, ا);0.912459096302985
(ف, ا);0.9122177693491251
(ق, ا);0.9119697912420348
(خ, ا);0.9116271299699298
(ي, ا);0.9115549786167101
(غ, ا);0.911501954215522
(إ, ا);0.9106678230702515
(ه, ا);0.9105284940735546
(ض, ا);0.9099102858335072
(م, ا);0.9088100286037277
(ر, ا);0.9086129580949436
(د, ا);0.9086057455747467
(ت, ا);0.9075920094081248
(ج, ا);0.9075603008558831
(ى, ل);0.9071048736363138
(ع, ا);0.9067840962988404
(ش, ا);0.9042254440961337
(ئ, ا);0.9016858814668907
(أ, ا);0.8964924198777205
(ك, ا);0.8922126119731187
(ة, ا);0.8908547373558661
(ؤ, ن);0.8893207855973814
(ث, ا);0.8892568618596016
(ق, ل);0.8868995258426484
(ؤ, م);0.883285597381342
(ؤ, ا);0.8759206219312602
(ى, ا);0.872430239570199
(ا, ل);0.8717122446847412
(ع, ل);0.8683332515578235
(ظ, ل);0.8635455780139011
(ؤ, ل);0.8634410801963993
(ي, ل);0.8631558357265429
(إ, ل);0.8629377390414172
(س, ل);0.8623404767637852
(ذ, ل);0.8601914142080347
(ض, ل);0.8585854370957646
(ه, ل);0.8567536185231597
(و, ل);0.8563505268996118
(ح, ل);0.856101005066866
(ز, ل);0.8558965926737919
(م, ل);0.8517393560741685
(ئ, ل);0.8501824923237356
(ن, ل);0.8501496306181403
(أ, ل);0.8455168499711929
(خ, ل);0.8436629914244348
(آ, ل);0.8428833833609606
(ك, ل);0.842786269260148
(غ, ل);0.8407593523171413
(ث, م);0.8395303326810176
(ط, ل);0.8363705391040243
(ص, ل);0.8350312415104592
(ج, ل);0.8333837641566525
(د, ل);0.8332218871828516
(ة, ل);0.8331096333353669
(ت, ل);0.8304169725096489
(ب, ل);0.8295979824103908
(ر, ل);0.829428895417762
(ش, ل);0.828925026123302
(ف, ل);0.8280853043260458
(ء, ل);0.8279006850809443
(إ, ن);0.8248190749719193
(ظ, م);0.8237596868259167
(آ, ن);0.8119259889789884
(ث, ل);0.8050579557428873
(ظ, ن);0.7846129264200687
(ك, م);0.7669570316418095
(ز, ن);0.7655978806979081
(ي, ن);0.7604182411466067
(ك, ن);0.7578680163880037
(ه, م);0.7573088994401205
(م, ن);0.75694877478688
(ذ, ن);0.7537557343651526
(ن, م);0.7517650020177159
(أ, ن);0.7512017267028402
(ع, م);0.7502739479580656
(آ, ي);0.7463823305407464
(ا, ن);0.7456152379459855
(و, ن);0.7427099615119582
(ء, م);0.7411528559584588
(أ, م);0.7411063624872088
(ت, م);0.7408345764370674
(ل, ن);0.73950321654601
(ف, ن);0.7387823379969227
(ح, م);0.7378685937370213
(ا, م);0.7375476675547198
(ج, ن);0.7372482061035704
(ي, م);0.7371455753038562
(ئ, م);0.7369793175366433
(ل, م);0.7358122690985678
(ظ, و);0.7355596388911081
(ج, م);0.7353894700440909
(و, م);0.734029143346947
(د, ن);0.7339675250123011
(آ, م);0.7326732673267327
(ق, و);0.7315754468021197
(س, م);0.7310257645075848
(ئ, و);0.73008516308441
(ة, م);0.727655420657678
(ت, ن);0.7273459143323942
(ع, ن);0.7273113847864842
(ب, ن);0.7258535818645557
(ق, م);0.725525113175567
(ر, ن);0.7250012885933714
(ه, ن);0.7249922398629617
(ق, ن);0.7249780085391233
(ذ, ي);0.7243987160884667
(ؤ, و);0.7227905073649754
(ؤ, ي);0.7216653027823241
(س, ن);0.7216229231880569
(ئ, ن);0.7212212502172528
(ش, ن);0.7181622257053292
(ب, م);0.7175231658438654
(خ, ن);0.7153636262390021
(ت, و);0.7144097427761861
(ر, م);0.713996701200969
(ش, ي);0.7123171368861024
(ا, و);0.712234890038134
(ض, و);0.7119132067598581
(ز, م);0.7099205261715539
(د, و);0.708873216335903
(ظ, ي);0.7086362546936167
(غ, و);0.7083752093802345
(ل, و);0.7083282649419076
(س, و);0.708186852877438
(غ, م);0.7073701842546064
(ص, ن);0.7068391741374627
(ط, ن);0.7066926998589869
(ن, و);0.706248526667812
(ص, م);0.7048696006519968
(ح, ن);0.7047096934961375
(ف, م);0.704163237556804
(آ, و);0.7030150978898795
(م, و);0.7028068665038681
(د, م);0.7016565524028211
(ش, م);0.7003657262277951
(ط, م);0.6998589868749322
(أ, و);0.69952102914241
(ث, ن);0.6992824527071102
(ص, و);0.6987910893778865
(خ, م);0.6963748747076511
(خ, و);0.6959850762891191
(ع, و);0.695001880836727
(ر, و);0.6947580021648369
(ذ, و);0.6940010845828021
(ض, م);0.6935530982683079
(إ, م);0.6935435712965464
(ه, و);0.6930089787659658
(خ, ي);0.692866688940862
(ف, ي);0.6914158943714889
(ك, و);0.6912512441457638
(ي, و);0.6900312080447404
(غ, ن);0.6878280290340592
(غ, ي);0.6877721943048576
(ف, و);0.6862811750814041
(ط, ي);0.6851068445601475
(ز, و);0.6837946469352334
(ن, ي);0.6834263613589416
(ج, و);0.6833232471686695
(ة, ن);0.6820511256177171
(ذ, م);0.6798721951076522
(ب, و);0.6758782301795397
(ى, و);0.6757579080094293
(ل, ي);0.6747969457583646
(ز, ي);0.6745227002831826
(ا, ي);0.6694581570286788
(ء, ن);0.6690229960291487
(ع, ي);0.6689400258410612
(ة, و);0.6681105484717222
(ح, و);0.6678960046515491
(م, ي);0.6670783565126785
(ش, و);0.6646421107628004
(ر, ي);0.6640637080562858
(ى, م);0.6628474316101091
(ط, و);0.6603210760386159
(ح, ي);0.6584433923083313
(د, ي);0.658243019896292
(ب, ي);0.6574027106002043
(ك, ي);0.6557593339865903
(ى, ن);0.6542130365659777
(ه, ي);0.6540186013358932
(ث, ي);0.6525164333383512
(و, ي);0.6521832299702516
(إ, ي);0.6494390968677577
(س, ي);0.6490609198169998
(ث, و);0.6490541422048272
(ص, ي);0.6482273838630807
(ض, ر);0.6466096390569581
(ق, ي);0.6452401896629406
(ء, و);0.6431906444997164
(ض, ن);0.6426455247235552
(ض, ي);0.6397663258919257
(ة, ي);0.6391007260081752
(ت, ي);0.634811640186584
(إ, و);0.6312257404063526
(أ, ي);0.6305905014145549
(ئ, ي);0.6302647587045942
(ء, ي);0.6279181393725182
(ج, ي);0.6271289011844039
(ى, ي);0.5871936845567677
(غ, ر);0.5623673925181463
(ش, ه);0.5586794670846394
(د, ه);0.5508005198016679
(ش, ر);0.5424830198537095
(م, ه);0.5300178220132036
(خ, ر);0.5295689943200802
(غ, ه);0.5265773310999442
(ج, ر);0.5262168237226593
(ج, ه);0.5256116538428287
(غ, ب);0.525069793411502
(ب, ه);0.5229872328872822
(ع, ه);0.5210081284856811
(ف, ه);0.5200200379289369
(ل, ه);0.5180046640786012
(ز, ه);0.5179957979355074
(ء, ه);0.5179124667277567
(ا, ه);0.5171635846001149
(إ, ه);0.5136848989805639
(ئ, ك);0.513353803371763
(ص, ر);0.509678076609617
(ث, ر);0.5076019870540418
(و, ه);0.5065631355148826
(ي, ه);0.5058059410870358
(أ, ه);0.504639224015616
(ن, ه);0.503925556270302
(خ, ه);0.5034803430226084
(ئ, ه);0.5019407913794103
(ى, ع);0.49775231621073407
(ح, ه);0.4969681867264723
(ف, ر);0.4936039646473682
(ى, ه);0.49331177018803796
(ر, ه);0.49065125508994384
(ة, ر);0.49060460008541273
(ض, ه);0.4893386188191112
(ث, ه);0.4888855436800642
(ح, ر);0.4877481518398538
(ى, ر);0.4842113919193027
(أ, ر);0.4834853943985347
(ك, ر);0.4811468516360999
(ب, ر);0.48081360872764684
(ض, أ);0.4807427498435218
(س, ر);0.47869010353960995
(ط, ه);0.47640741945981124
(ذ, ه);0.47630772838529073
(ص, ب);0.47147514262428686
(غ, ف);0.4704075935231714
(ظ, ه);0.4696013421746425
(س, ه);0.4678786419455815
(ت, ه);0.4641788806541488
(ا, ر);0.46042939978059866
(آ, ت);0.46001523229246
(ي, ر);0.45819811329142623
(ؤ, ه);0.4562193126022913
(ق, ه);0.45562015919672166
(و, ر);0.45308324509655623
(إ, ر);0.45285996616097707
(ن, ر);0.44959505839389813
(آ, ه);0.4485462120872721
(ل, ر);0.44741094981076074
(ذ, ر);0.4466429230972167
(م, ر);0.4458238959805929
(ك, ه);0.4445130278457182
(ة, ه);0.4439326459642487
(ذ, ك);0.4432426094475956
(ص, ه);0.4403694648193426
(ذ, ب);0.43902153043427283
(ق, ر);0.4384882747967131
(ه, ر);0.43774645620408587
(ظ, ر);0.4373252376767596
(ت, ر);0.436293893400895
(ط, ر);0.43394077448747154
(ر, ب);0.4336052265347147
(ض, ع);0.43338201543918214
(ك, ب);0.43331764488029195
(آ, ر);0.43183549124143183
(ض, ف);0.4311704569163363
(ئ, ب);0.43114535658420716
(ع, ب);0.42959128600166824
(ط, ب);0.42895107929276494
(د, ع);0.42790275166853814
(ح, ب);0.42629786527120195
(س, ب);0.4236575969178907
(ت, ب);0.4222369553035146
(ه, ب);0.4207833714633894
(ا, ب);0.41732617667032335
(ء, ر);0.4172884758039883
(ء, ب);0.4166775755989004
(ث, ب);0.4157760048171007
(د, ب);0.414276882703978
(ث, ك);0.4119624667569873
(ش, ك);0.41186650992685475
(د, ر);0.4110722801882389
(ي, ب);0.4090654479821465
(ز, ك);0.4074632319356901
(ض, ب);0.40701022324222824
(ق, ب);0.4065952927546182
(ن, ب);0.40592848895050804
(ع, ر);0.4042245228398999
(م, ب);0.4040367061057493
(ط, ع);0.40400260331923205
(ل, ب);0.4035644403974546
(ج, ع);0.40323765885709345
(أ, ب);0.4024903044947588
(ر, ك);0.4017834132261224
(ب, ك);0.4012388457444148
