Pair;Affinity
(x, e);0.9893229759157539
(v, e);0.983123048827891
(q, u);0.9812712217787574
(z, e);0.9778847964701768
(q, e);0.975123607553464
(r, e);0.9629796996999321
(m, e);0.9622455352142284
(b, e);0.9618526774434444
(p, e);0.9618091387978637
(h, e);0.9608069895296897
(f, e);0.9607330244802037
(t, e);0.9606524450766103
(j, e);0.9602539854093488
(s, e);0.9597021180566749
(l, e);0.958290160780686
(n, e);0.9582634305060332
(c, e);0.9579815808501267
(a, e);0.9577590258807775
(o, e);0.957315792845246
(i, e);0.9559405122397904
(d, e);0.955695331314714
(k, e);0.953885204397092
(w, e);0.9523799481071649
(g, e);0.9523006207438295
(u, e);0.9511163857885754
(y, e);0.9497874112487978
(x, t);0.9383836578151916
(f, o);0.9246364545921156
(h, t);0.9228432933264171
(u, o);0.9111253743727097
(e, t);0.9053814252432959
(i, t);0.9033354149357574
(q, t);0.9032942157621969
(o, t);0.9031705387181421
(u, t);0.9022641588395629
(a, t);0.9021892989008978
(s, t);0.9021083851832747
(n, t);0.9018840808032743
(b, t);0.9015371065691393
(y, o);0.9013625006327046
(w, t);0.8994910742154312
(r, t);0.899282940129323
(j, t);0.8982707376384761
(j, o);0.8979284877960911
(m, o);0.8956725706128432
(f, t);0.8952150903298624
(w, o);0.8951905730024693
(g, t);0.8949504763367254
(r, o);0.8935928437870024
(m, t);0.8935156840992403
(p, o);0.8933656093431043
(c, o);0.8917724183007332
(l, o);0.8904273251863939
(t, o);0.8898192493153294
(n, o);0.8897031447430609
(d, o);0.8890678415239244
(e, o);0.8888992614378005
(l, t);0.8886941128413787
(d, a);0.8886498332386886
(s, o);0.8877284889906186
(y, t);0.8872503117508203
(d, t);0.886787528451294
(p, t);0.8867360914123422
(g, o);0.8859863093796696
(c, t);0.8850986896807562
(k, t);0.8847683326065592
(h, o);0.8846844678744084
(b, o);0.8846379982882715
(z, t);0.8844198122090989
(a, o);0.8826403808715355
(i, o);0.8816604245131454
(v, a);0.8810497030918056
(y, a);0.8798430662476244
(v, o);0.8789680453930947
(k, a);0.8786478095895136
(k, o);0.8783080697963513
(n, a);0.8779453230748456
(z, i);0.8769135569964217
(m, a);0.8766099288386008
(l, a);0.8751005957286412
(h, a);0.8750122362299728
(z, a);0.8745728967688127
(s, a);0.8738108900996163
(e, a);0.8736857613359109
(r, a);0.8734018880114467
(t, a);0.8732355105948986
(v, t);0.8729822099552865
(p, a);0.870830121104647
(z, o);0.8705372756867282
(c, a);0.8695351841823616
(i, a);0.8672782607781838
(o, a);0.8671325228598137
(g, n);0.8670317695628805
(b, a);0.8667843647152907
(z, n);0.8649143103123571
(g, a);0.8642041662483093
(w, a);0.8633034742650825
(q, a);0.8627985941502353
(g, i);0.8603429742547826
(f, a);0.859646476411181
(u, a);0.8585790031041548
(q, n);0.857735152201108
(x, n);0.849148438261774
(w, h);0.8481351238329836
(k, i);0.8479566799221593
(f, r);0.8474520951709049
(v, i);0.8458619871946882
(x, i);0.8443380895114896
(p, r);0.8443172701595992
(x, o);0.8431436279130237
(c, i);0.8398055384150565
(q, i);0.8394114493357956
(d, n);0.8375505303822145
(n, i);0.8352561031678922
(p, i);0.8350608307650006
(w, i);0.8342972353146049
(p, s);0.8341872205796108
(s, i);0.8339130855282246
(k, n);0.8336069041374059
(q, o);0.8317507595162924
(l, i);0.8306323406485832
(f, i);0.8291999030857058
(t, h);0.8291246998859588
(h, i);0.8289184798781093
(t, i);0.8288398161667274
(i, n);0.8272927056765967
(e, i);0.8266424885305311
(u, s);0.8263042544751867
(m, i);0.8262962161653453
(j, i);0.8261280734936504
(j, a);0.8253895343600829
