Pair;Affinity
(x, e);0.9878441338415925
(v, e);0.9807996122107918
(q, u);0.9797854375682924
(z, e);0.9746711172197133
(q, e);0.9714413430018873
(r, e);0.9578487762283605
(m, e);0.9569035703703626
(p, e);0.9565642189968787
(b, e);0.9564258309632626
(h, e);0.9553274315925577
(t, e);0.9550914624691544
(f, e);0.9550181790350528
(j, e);0.954619672315748
(s, e);0.9539315088557209
(l, e);0.9522981283935726
(n, e);0.9522913210960487
(c, e);0.9521293409591225
(a, e);0.9516454000077669
(o, e);0.9510170598654042
(i, e);0.94945516773188
(d, e);0.9492323363993836
(k, e);0.9473829271818622
(w, e);0.945727149663813
(g, e);0.9455390507721887
(u, e);0.9436888960692703
(y, e);0.9424808241751728
(x, t);0.9317916137229987
(f, o);0.9176072211416006
(h, t);0.9155914895417293
(u, o);0.902957922860913
(e, t);0.8957509375050207
(i, t);0.8933509149320362
(o, t);0.8931424783957479
(q, t);0.8924704479984107
(u, t);0.8920055583623376
(a, t);0.8919930562924063
(y, o);0.8919888323789879
(s, t);0.8918928040489287
(n, t);0.8916846069285357
(b, t);0.8912409322490347
(w, t);0.8892602891618384
(r, t);0.8886999097969908
(j, o);0.8882664264399527
(j, t);0.8880224461835857
(m, o);0.885727202252921
(w, o);0.885214733306566
(f, t);0.8844167780806276
(g, t);0.8842075845986802
(r, o);0.8835355253014197
(p, o);0.8830448941257908
(m, t);0.8824605509888633
(c, o);0.8813630899151431
(l, o);0.8799785520382681
(t, o);0.8791558310185288
(n, o);0.8791385145071036
(d, a);0.8786754835395831
(d, o);0.8785921779028562
(e, o);0.8779620255759236
(l, t);0.8768739466363323
(s, o);0.87675552259943
(y, t);0.8755563063864091
(g, o);0.8750845643200418
(p, t);0.8746562569571068
(d, t);0.8745244456722074
(b, o);0.873743212413389
(h, o);0.8732424671497527
(k, t);0.8729435161904402
(c, t);0.8729383566679885
(z, t);0.8725421446803736
(v, a);0.8708304094754568
(a, o);0.8707463751785387
(i, o);0.869747392273088
(y, a);0.8684159049685244
(k, a);0.8675852080431367
(z, i);0.8675492973549129
(n, a);0.8671613473300054
(v, o);0.8670020062000592
(k, o);0.8665529973965054
(m, a);0.8654725960746503
(z, a);0.8639308855291576
(l, a);0.8639275221090438
(h, a);0.8634839044034337
(s, a);0.862269972924788
(e, a);0.8620683446561521
(r, a);0.8618153486713411
(t, a);0.861560362866843
(v, t);0.8598109020032815
(p, a);0.859258912081999
(c, a);0.8579559558515322
(z, o);0.857227006255084
(g, n);0.8569958172158448
(i, a);0.8549194678041017
(b, a);0.8545914916465899
(z, n);0.8544220358475219
(o, a);0.8544188012876888
(g, a);0.8520059496630408
(w, a);0.8508129025200661
(q, a);0.8498807986490513
(g, i);0.8496503656691003
(f, a);0.8469196309445582
(q, n);0.8468510976457733
(u, a);0.845135825942573
(x, n);0.8379754341380771
(w, h);0.836972614029483
(f, r);0.8365355509940378
(k, i);0.8363013892960837
(v, i);0.8341998104198046
(p, r);0.8326977485788349
(x, i);0.8326302414231258
(x, o);0.8278356628547225
(q, i);0.8276919638422569
(c, i);0.8273620957388044
(d, n);0.8255705141209528
(n, i);0.8231008484534775
(p, i);0.8221513379727565
(w, i);0.8217755198188108
(p, s);0.8216339770901064
(s, i);0.8215781870060609
(k, n);0.8210100802665373
(t, h);0.8181681515381083
(l, i);0.8178040513871077
(q, o);0.8165665044203835
(f, i);0.8159838984704513
(h, i);0.8159302050405414
(t, i);0.8157929479312958
(i, n);0.8146583830039371
(u, s);0.8136809302038907
(e, i);0.8131574238375852
(m, i);0.8130646051730662
(j, a);0.8117598483568869
(a, n);0.8114392598352628
(j, i);0.8113938779723364
(i, s);0.8109492995983982
(d, i);0.810279397609603
(e, r);0.8094749916484631
(o, r);0.8088036070647052
(a, i);0.808274411605789
(r, i);0.8080331155175398
(o, n);0.807221150548504
(e, n);0.8072210462051891
(o, i);0.8068742943231098
(u, r);0.806752121506996
(y, r);0.8065891335016775
(c, n);0.8065189562782361
(e, s);0.8064216254666751
(t, n);0.8059194019755952
(a, s);0.8046771870095059
(a, r);0.8039965153033408
(h, s);0.8039452687579242
(t, s);0.8039246089936987
(b, i);0.8034054327249852
(o, s);0.8028530424781857
(c, r);0.802844525777258
(r, s);0.8022397354744312
(s, r);0.8019839645803932
(t, r);0.8007912422858308
(e, h);0.8006364895956194
(k, h);0.7994012097400693
(g, r);0.7991530587468141
(c, s);0.7988640498420441
(a, h);0.7988602876984643
(s, n);0.7988065673854284
(i, h);0.7984283939584762
(l, s);0.7978292350557703
(d, r);0.7973484635937103
(i, r);0.7973251777484751
(j, s);0.7970647298387854
(s, h);0.7970116017430631
(r, n);0.7968416491417604
(n, s);0.7966433737365023
(b, r);0.796290656015111
(u, n);0.7958842717583458
(j, n);0.7955351613084849
(h, r);0.7955160519681063
(h, n);0.7953299699756871
(m, r);0.7945841058759199
(n, r);0.7944304146585991
(v, r);0.7942737644612001
(m, n);0.7927957892986252
(o, h);0.7927396030896608
(v, n);0.7914744745621193
(m, s);0.7910558909453185
(d, s);0.7909028518152428
(f, s);0.7904484391817675
(w, s);0.7902283883783343
(g, h);0.7901972582071295
(w, n);0.789475712369618
(r, h);0.7889066031749361
(u, i);0.7885786486791886
(b, n);0.7883999180053728
(f, h);0.7882488897101766
(y, i);0.7879420516650663
(n, h);0.7863354025088917
(w, r);0.7857993468935178
(v, h);0.7853074079666826
(l, n);0.7846011226964039
(y, s);0.7837684200542969
(m, h);0.7814411894884036
(b, s);0.7797191103085006
(y, n);0.7793796161278468
(k, s);0.7792433787875308
(d, h);0.7787933200101866
(f, n);0.7787742786477528
(p, n);0.7778052181343101
(u, h);0.7777537567039808
(c, h);0.7771806994049396
(v, s);0.7769006556632325
(z, r);0.7764438585172927
(l, h);0.7759904476334556
(l, r);0.7756613085586082
(y, h);0.7726695593413238
(p, h);0.7703575648706553
(x, a);0.770004235493435
(g, s);0.7687694612470164
(j, r);0.7671489968657921
(b, h);0.766136052987783
(k, r);0.759019345843258
(q, s);0.755339227177908
(x, s);0.7540279542566709
(q, r);0.7515521009238104
(x, r);0.74570944515036
(z, s);0.7390255532804129
(j, h);0.729801249929621
(q, h);0.7260355617363663
(z, h);0.7242994586407113
(j, u);0.7119156203667211
(x, h);0.6570436255823804
(z, l);0.6434041120866175
(v, l);0.6392697482542506
(n, d);0.6250194434532096
(w, l);0.6225233478730532
(a, d);0.6224779446772298
(b, l);0.6206677914647577
(y, l);0.6193904043816908
(b, d);0.6192411845401952
(y, u);0.6181693163092317
(d, l);0.6166468833764249
(l, d);0.6162747409701363
(i, l);0.6131592250512554
(x, l);0.6130537907666244
(a, l);0.612399661315372
(f, l);0.6121318598880091
(o, l);0.6120809183168592
(e, l);0.6115009110515623
(o, d);0.6107478022187397
(k, l);0.6095230889579131
(e, d);0.6091644197385456
(u, l);0.6083441739453633
(z, d);0.6077809879105776
(i, d);0.6071508851118854
(s, l);0.6060230632441956
(r, d);0.6054854049433347
(u, d);0.6048491855299541
(y, d);0.6011546988180342
(s, d);0.6003992963000705
(t, l);0.6003700733796737
(p, l);0.6000349714324857
(g, d);0.5991063288471612
(t, d);0.5984000897863587
(c, l);0.598157317408078
(b, u);0.5979682262520571
(w, d);0.5967465253218607
(h, d);0.5963498182808535
(m, d);0.5953599552868227
(h, l);0.5945623734939919
(n, l);0.5943612025007875
(m, l);0.5896513414216328
(r, l);0.5893724335408352
(g, l);0.5875185354299686
(v, d);0.586564169850658
(c, d);0.5829216592815663
(o, u);0.5802367563782089
(x, u);0.5796103346039814
(f, d);0.5773376074004152
(c, u);0.5767580173534674
(j, d);0.5742638364956928
(p, d);0.5731718638601792
(k, d);0.5724378140372541
(s, u);0.5709976411176233
(q, l);0.5692485348167279
(r, u);0.5663159281732317
(t, u);0.5642224988665949
(l, u);0.5620181272374879
(p, u);0.5620107492088615
(e, u);0.5598271965926838
(d, u);0.559126715211264
(j, l);0.5576919467747687
(n, u);0.5569964407043301
(a, u);0.5534585675499396
(g, u);0.5523649757874981
(h, u);0.5505339859093294
(i, u);0.5462230126826201
(f, u);0.5456861594556149
(k, u);0.5415295902637136
(y, m);0.5378709203210394
(m, u);0.5351482097624823
(q, d);0.5337737161021158
(z, u);0.5333090235898011
(x, d);0.5323845828038967
(v, u);0.5242514183618697
(w, u);0.5239314921879564
(x, c);0.5182549767047862
(o, m);0.5049758565863527
(e, m);0.5036469762450715
(a, m);0.5028573839884365
(j, y);0.5019799936189779
(i, m);0.49966961730914217
(t, m);0.49523467761823964
(r, m);0.4948703593960594
(c, m);0.4925641014361512
(s, m);0.49251589763518683
(n, m);0.4922624859647678
(h, m);0.4907623346250002
(k, m);0.49030546139410586
(d, m);0.4882875727845233
(f, m);0.4877007950785253
(u, y);0.4869469069936189
(l, m);0.48331377048006424
(p, m);0.4787553054276925
(m, y);0.4775505220484487
(b, m);0.47746434105117447
(u, m);0.4747959272295318
(b, y);0.4691901868697389
(g, m);0.46912390600876264
(w, m);0.46821668616207335
(j, c);0.46705328153444814
(z, c);0.45519059773919385
(v, y);0.45258274464918147
(v, m);0.4521132354639322
(o, y);0.4515140904340594
(l, y);0.45075402181635593
(a, y);0.4479819735137368
(j, m);0.4460428279188484
(r, y);0.4460106145866657
(h, w);0.4450853200808581
(k, w);0.44405323720984274
(p, y);0.44230750164266586
(p, c);0.4406517665530696
(e, y);0.4404248730095504
(d, y);0.4377473810520682
(t, y);0.4362556725633267
(w, y);0.43351279051988717
(s, y);0.43325352431575537
(x, m);0.43244387971198645
(l, w);0.4320625459144696
(k, y);0.4319652939435986
(h, y);0.43083401750691114
(i, y);0.4299257180689091
(n, y);0.42966077546373455
(u, c);0.4285392769459638
(i, w);0.42763001925372646
(o, w);0.4273427722633839
(f, y);0.42596585389061686
(i, c);0.42581170159537807
(g, y);0.42426091166063706
(t, w);0.42257299941077703
(e, w);0.4214839198983744
(k, c);0.4214743048453103
(z, m);0.42113825699138874
(o, c);0.4208134138543858
(e, c);0.41967982174524127
(n, c);0.41938613587019746
(r, c);0.4187425595628301
(a, w);0.4185840499599578
(a, c);0.4174654978031061
(s, w);0.41660339942507363
(s, c);0.416533606127917
(q, c);0.41642246945465383
(q, y);0.415168371908215
(n, w);0.41507949267945815
(d, w);0.41442223440393305
(r, w);0.4144005564267022
(c, y);0.41390665425726797
(y, w);0.4134450095434553
(m, c);0.41250274326078845
(q, m);0.41125707758021257
(l, c);0.41059474093562637
(t, c);0.4102639984759947
(h, c);0.40875305894998193
(d, c);0.4003781126309474
(f, c);0.40005185144835853
(o, f);0.3993056274422084
(r, f);0.39766186720229074
(b, c);0.39649464669693607
(m, w);0.3964642065647744
(f, w);0.3936510935346346
(u, w);0.39360853701699355
(y, c);0.3904138658699956
(g, w);0.38699381668746097
(c, w);0.386524700128891
(e, f);0.383661014582919
(l, f);0.3829630195210099
(i, f);0.38275198593472104
(b, w);0.38246178079383747
(z, y);0.3824016156629548
(w, c);0.38228234238243397
(t, f);0.37883552409095006
(h, f);0.3778472527951961
(s, f);0.37563375098996715
(a, f);0.3755879814047584
(v, c);0.37468736398509245
(g, c);0.3736910664954255
(m, f);0.37224720029514063
(v, w);0.37084119549728
(u, f);0.36953350659635287
(n, f);0.36908379834230676
(p, w);0.3667818260315446
(n, g);0.36676823011637316
(y, f);0.36619423599008905
(j, w);0.36523844378131864
(c, f);0.36461134429357234
(x, y);0.36227022448115204
(d, f);0.36141308804931005
(k, g);0.36107917352893093
