Pair;Affinity
(x, e);0.9840348196508775
(q, u);0.976204365698471
(v, e);0.9751393793167009
(z, e);0.9663221175965402
(q, e);0.9628956329448793
(r, e);0.9454466415907621
(m, e);0.9440356068786321
(p, e);0.9437545113710871
(b, e);0.9434295010671572
(h, e);0.9419148480041161
(t, e);0.9415383254477628
(f, e);0.9410135520209608
(j, e);0.9404948516981712
(s, e);0.9397934871104587
(c, e);0.9379446946029654
(n, e);0.9376799796489443
(l, e);0.9376380292422488
(a, e);0.9367593528562101
(o, e);0.9354822788191679
(d, e);0.9335236338764777
(i, e);0.933513722199359
(k, e);0.9315802188952743
(w, e);0.9293821587302009
(g, e);0.9289623545820366
(u, e);0.9255188651002696
(y, e);0.9245911748988859
(x, t);0.9160161133490763
(f, o);0.9011701663101643
(h, t);0.8989821206534322
(u, o);0.8840309347167427
(e, t);0.8734029342311701
(y, o);0.8703029750462833
(i, t);0.8701552050253291
(o, t);0.8700662674128563
(u, t);0.86830280157217
(s, t);0.8682791658136215
(a, t);0.8682665863366751
(n, t);0.8678816246926143
(b, t);0.8673893019835991
(q, t);0.8669669384488068
(j, o);0.8659187541621843
(w, t);0.8654419750065008
(j, t);0.8646483274422417
(r, t);0.8641397556493918
(m, o);0.8620295091502349
(w, o);0.8618321428025146
(r, o);0.8600120277263583
(g, t);0.8591009487949705
(f, t);0.8590686038679881
(p, o);0.858598308491203
(c, o);0.8568879532698652
(m, t);0.8567426071627295
(d, a);0.8557720518283043
(l, o);0.8554139839839338
(n, o);0.8545944204188926
(t, o);0.8544486674506796
(d, o);0.8541034239040418
(e, o);0.852208485704145
(s, o);0.8510780337404598
(g, o);0.8499596283674172
(l, t);0.8492824417455606
(y, t);0.8484023087189851
(b, o);0.8481081076251933
(p, t);0.8476601184095071
(v, a);0.8473973586364281
(h, o);0.8466221326587489
(z, i);0.8462718154771033
(d, t);0.8459615052055077
(z, t);0.8454743428518848
(k, t);0.8454130824700757
(c, t);0.8446216291653075
(n, a);0.8426931230390909
(a, o);0.8425905035833394
(y, a);0.8423234333963951
(k, a);0.8422197005746916
(i, o);0.841606220533767
(m, a);0.839888961049513
(v, o);0.8393709257427717
(z, a);0.8390945618501365
(k, o);0.8388140122259233
(l, a);0.8383199045292516
(h, a);0.8371880118338121
(s, a);0.8358555130752273
(e, a);0.8354347461373244
(r, a);0.8351932769907826
(t, a);0.8347586736731005
(g, n);0.8344771278068142
(p, a);0.8325787629455678
(c, a);0.8317863111912216
(z, n);0.8313958838143729
(v, t);0.8289358751975658
(z, o);0.8265803760390148
(i, a);0.8264449764806342
(b, a);0.8264076067000855
(g, i);0.8256955789982086
(o, a);0.8248799863282202
(g, a);0.8242063873426102
(w, a);0.8221785217644019
